date,neo4j.db.operation.count.create_Max               ,neo4j.db.operation.count.drop_Max                 ,neo4j.db.operation.count.failed_Max               ,neo4j.db.operation.count.recovered_Max            ,neo4j.db.operation.count.start_Max                ,neo4j.db.operation.count.stop_Max                 
date,tx.peak_concurrent_Avg                            ,tx.peak_concurrent_Max                            ,tx.started_Sum                                    ,tx.started-ps_Avg                                 ,tx.started-ps_Max                                 ,tx.committed_Sum                                  ,tx.committed-ps_Avg                               ,tx.committed-ps_Max                               ,tx.committed_read_Sum                             ,tx.committed_read-ps_Avg                          ,tx.committed_read-ps_Max                          ,tx.committed_write_Sum                            ,tx.committed_write-ps_Avg                         ,tx.committed_write-ps_Max                         ,tx.rollbacks_Sum                                  ,tx.rollbacks-ps_Avg                               ,tx.rollbacks-ps_Max                               ,tx.rollbacks_read_Sum                             ,tx.rollbacks_read-ps_Avg                          ,tx.rollbacks_read-ps_Max                          ,tx.rollbacks_write_Sum                            ,tx.rollbacks_write-ps_Avg                         ,tx.rollbacks_write-ps_Max                         ,tx.terminated_Sum                                 ,tx.terminated-ps_Avg                              ,tx.terminated-ps_Max                              ,tx.terminated_read_Sum                            ,tx.terminated_read-ps_Avg                         ,tx.terminated_read-ps_Max                         ,tx.terminated_write_Sum                           ,tx.terminated_write-ps_Avg                        ,tx.terminated_write-ps_Max                        
2021-09-18,73,73,598426.0000000002,32.7008743169399,45.86666666666667,468117.0,25.580163934426228,38.6,150597.00000000015,8.22934426229509,16.4,317520.0,17.35081967213115,22.2,130308.99999999994,7.120710382513658,7.45,8415.000000000004,0.45983606557377066,0.7,121894.00000000028,6.660874316939906,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,73,73,3483560.000000001,40.318981481481494,1953.2833333333333,2611642.9999999977,30.22734953703701,1115.3833333333334,826988.0000000003,9.571620370370374,525.2,1784655.0,20.655729166666667,705.1666666666666,871916.9999999997,10.09163194444444,908.55,285491.0000000001,3.3042939814814827,895.4,586425.9999999995,6.787337962962957,44.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-20,73,73,2761360.0000000005,31.96018518518519,116.71666666666667,2146232.0000000023,24.840648148148173,65.51666666666667,642264.9999999997,7.433622685185181,29.983333333333334,1503966.999999997,17.407025462962928,35.53333333333333,615127.9999999988,7.1195370370370235,51.2,37999.999999999935,0.43981481481481405,43.6,577127.9999999967,6.679722222222184,11.316666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-21,73,73,2968993.0000000037,34.363344907407445,2049.7166666666667,2198820.0000000014,25.449305555555572,1092.0666666666666,674687.9999999994,7.808888888888882,525.75,1524132.0000000016,17.640416666666685,805.7166666666667,770171.0,8.914016203703703,970.7,372958.0,4.316643518518518,957.8,397212.9999999996,4.597372685185181,47.38333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-22,73,73,16270118.000000015,239.12577895355696,794.7666666666667,15425839.999999994,226.71722516166952,664.8,4660454.999999996,68.4958112874779,250.86666666666667,10765385.000000007,158.22141387419177,415.15,844280.0000000013,12.408583186360982,136.25,95119.99999999999,1.3980011757789532,122.36666666666666,749160.0000000001,11.010582010582013,41.36666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
date,blt.accumulated_processing_time_Sum               ,blt.accumulated_processing_time_Avg               ,blt.accumulated_processing_time_Max               ,blt.accumulated_queue_time_Sum                    ,blt.accumulated_queue_time_Avg                    ,blt.accumulated_queue_time_Max                    ,blt.messages_done_Sum                             ,blt.messages_done-ps_Avg                          ,blt.messages_done-ps_Max                          ,blt.messages_received_Sum                         ,blt.messages_received-ps_Avg                      ,blt.messages_received-ps_Max                      ,blt.messages_failed_Sum                           ,blt.messages_failed-ps_Avg                        ,blt.messages_failed-ps_Max                        ,blt.messages_started_Sum                          ,blt.messages_started-ps_Avg                       ,blt.messages_started-ps_Max                       ,blt.connections_closed_Sum                        ,blt.connections_closed-ps_Avg                     ,blt.connections_closed-ps_Max                     ,blt.connections_opened_Sum                        ,blt.connections_opened-ps_Avg                     ,blt.connections_opened-ps_Max                     ,blt.connections_running_Avg                       ,blt.connections_running_Max                       ,blt.connections_idle_Avg                          ,blt.connections_idle_Max                          ,blt.sessions_started_Sum                          ,blt.sessions_started-ps_Avg                       ,blt.sessions_started-ps_Max                       
2021-09-18,3949398.0,68.73756262380816,133.22473850363082,308542.0,5.3700399521838555,13.706270662484553,3447370.9999999977,188.3809289617485,267.95,3447398.999999998,188.38245901639334,268.4166666666667,0.0,0.0,0.0,3447370.9999999977,188.3809289617485,267.95,407.99999999999955,0.022295081967213092,0.5166666666666667,418.99999999999966,0.022896174863387957,0.6,0.0,0,79.54426229508196,92,418.99999999999966,0.022896174863387957,0.6
2021-09-19,34004549.0,96.72522437487117,8327.506633087904,1994418.0,5.673080050180398,286.154128851294,21093494.000000015,244.1376620370372,13372.316666666668,21093494.000000022,244.13766203703727,13372.183333333332,0.0,0.0,0.0,21093494.000000026,244.13766203703733,13372.183333333332,1872.000000000006,0.021666666666666737,0.25,1872.0000000000034,0.021666666666666706,0.3,0.21944444444444444,45,79.85277777777777,126,1872.0000000000034,0.021666666666666706,0.3
2021-09-20,18435163.0,69.29469078057993,399.38287487165985,1399669.0,5.261121398826988,54.83625491725783,15962402.999999978,184.75003472222198,752.6333333333333,15962409.99999998,184.7501157407405,752.6333333333333,1.0,1.1574074074074073e-05,0.016666666666666666,15962403.999999981,184.7500462962961,752.6333333333333,1855.000000000007,0.02146990740740749,0.36666666666666664,1835.0000000000052,0.021238425925925987,0.31666666666666665,0.021527777777777778,21,76.33402777777778,94,1835.0000000000052,0.021238425925925987,0.31666666666666665
2021-09-21,30288034.0,97.55275284478887,10174.496431878726,1639127.0,5.279357224447788,300.7837096189854,18628711.000000004,215.61008101851854,14086.35,18628851.000000007,215.611701388889,14086.35,1.0,1.1574074074074073e-05,0.016666666666666666,18628721.000000007,215.61019675925934,14086.333333333334,1032.000000000001,0.011944444444444455,0.6666666666666666,1072.0000000000005,0.012407407407407412,0.5166666666666667,0.7847222222222222,39,42.015972222222224,138,1072.0000000000005,0.012407407407407412,0.5166666666666667
2021-09-22,119891313.0,79.25939760740917,306.5472781304921,6756631.0,4.466766519735643,17.030487638395293,90758686.0,1333.9019106407995,5167.816666666667,90758679.00000004,1333.9018077601418,5167.783333333334,0.0,0.0,0.0,90758677.00000003,1333.9017783656677,5167.783333333334,1821.0000000000025,0.026763668430335133,0.35,1824.000000000004,0.026807760141093536,0.5,8.59347442680776,56,88.47707231040565,128,1824.000000000004,0.026807760141093536,0.5
date,cyp.replan_events_Sum                             ,cyp.replan_events_Avg                             ,cyp.replan_events_Max                             ,cyp.replan_wait_time_Sum                          ,cyp.replan_wait_time_Avg                          ,cyp.replan_wait_time_Max                          
2021-09-18,240.0,0.013114754098360656,2.0,298030.0,74507.5,12326270.0
2021-09-19,50460.000000000015,0.5840277777777779,119.0,53575413.0,63704.414982164075,23133483.56718192
2021-09-20,5700.0,0.06597222222222221,36.0,3663857.0,38566.91578947369,13382268.63157895
2021-09-21,113820.00000000004,1.3173611111111116,143.0,73722645.0,38862.75434897205,5897698.007380071
2021-09-22,34620.00000000001,0.5088183421516757,119.0,35186708.0,60982.16291161176,20733006.509532057
date,pgc.hit_ratio_Avg                                 ,pgc.hit_ratio_Max                                 ,pgc.page_faults_Sum                               ,pgc.page_faults-ps_Avg                            ,pgc.page_faults-ps_Max                            ,pgc.hits_Sum                                      ,pgc.hits-ps_Avg                                   ,pgc.hits-ps_Max                                   ,pgc.flushes_Sum                                   ,pgc.flushes-ps_Avg                                ,pgc.flushes-ps_Max                                ,pgc.eviction_exceptions_Sum                       ,pgc.eviction_exceptions-ps_Avg                    ,pgc.eviction_exceptions-ps_Max                    ,pgc.evictions_Sum                                 ,pgc.evictions-ps_Avg                              ,pgc.evictions-ps_Max                              ,pgc.pins_Sum                                      ,pgc.pins-ps_Avg                                   ,pgc.pins-ps_Max                                   ,pgc.unpins_Sum                                    ,pgc.unpins-ps_Avg                                 ,pgc.unpins-ps_Max                                 
2021-09-18,1.0,1.0,0.0,0.0,0.0,99137178.0,5417.332131147541,5928.3,5765.000000000001,0.3150273224043716,5.716666666666667,0.0,0.0,0.0,0.0,0.0,0.0,99710522.00000001,5448.662404371586,5959.733333333334,99136652.0,5417.303387978142,5919.833333333333
2021-09-19,0.9999999979499952,1.0,12.0,0.0001388888888888889,0.13333333333333333,605169968.0000001,7004.282037037038,482883.23333333334,62300.99999999999,0.7210763888888888,233.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,607885820.0000005,7035.715509259265,482914.6666666667,604561399.0000002,6997.238414351854,482543.8
2021-09-20,1.0,1.0,0.0,0.0,0.0,386107134.9999996,4468.832581018513,10318.95,25347.00000000001,0.2933680555555557,19.15,0.0,0.0,0.0,0.0,0.0,0.0,388822975.0000004,4500.265914351857,10350.383333333333,386102821.99999964,4468.782662037033,10318.95
2021-09-21,0.9999999914713451,1.0,21.0,0.00024305555555555555,0.08333333333333333,590377123.0000007,6833.068553240749,517899.23333333334,70706.0,0.8183564814814815,202.1,0.0,0.0,0.0,0.0,0.0,0.0,593092983.9999993,6864.502129629622,517930.6666666667,589420713.9999996,6821.999004629625,517513.95
2021-09-22,0.999999995520397,1.0,3.0,4.409171075837743e-05,0.016666666666666666,2085794785.9999993,30655.42013521457,65569.11666666667,137982.00000000003,2.0279541446208116,43.233333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2087933512.999997,30686.853512639576,65600.55,2085501409.0000012,30651.108303938876,65554.06666666667
date,ckp.events_Count                                  ,ckp.total_time_Sum                                ,ckp.check_point_duration_Sum                      ,ckp.check_point_duration_Count                    ,ckp.check_point_duration_Avg                      ,ckp.check_point_duration_Max                      
2021-09-18,305,6998.0,106859,305,350.35737704918034,485
2021-09-19,1440,49559.0,631991,1440,438.8826388888889,6662
2021-09-20,1440,25085.0,377013,1440,261.81458333333336,1059
2021-09-21,1440,46271.0,676967,1440,470.11597222222224,4868
2021-09-22,1134,72437.0,681623,1134,601.0784832451499,1294
date,vm.gc.count.g1_old_generation_Sum                 ,vm.gc.count.g1_old_generation_Avg                 ,vm.gc.count.g1_old_generation_Max                 ,vm.gc.count.g1_young_generation_Sum               ,vm.gc.count.g1_young_generation-ps_Avg            ,vm.gc.count.g1_young_generation-ps_Max            ,vm.gc.time.g1_old_generation_Sum                  ,vm.gc.time.g1_old_generation_Avg                  ,vm.gc.time.g1_old_generation_Max                  ,vm.gc.time.g1_young_generation_Sum                ,vm.gc.time.g1_young_generation_Avg                ,vm.gc.time.g1_young_generation_Max                ,Total_GC_pause_time-ms_Sum                        ,Total_GC_pause_time-ms_Avg                        ,Total_GC_pause_time-ms_Max                        
2021-09-18,0,0,0,6.999999999999999,0.00038251366120218574,0.016666666666666666,0.0,0.0,0.0,265.0,0.8688524590163934,51.0,265,0.8688524590163934,51
2021-09-19,0,0,0,45.000000000000036,0.0005208333333333338,0.03333333333333333,0.0,0.0,0.0,2176.0,1.511111111111111,153.0,2176,1.511111111111111,153
2021-09-20,0,0,0,32.0,0.00037037037037037035,0.016666666666666666,0.0,0.0,0.0,1807.0,1.2548611111111112,125.0,1807,1.2548611111111112,125
2021-09-21,0,0,0,41.00000000000003,0.00047453703703703736,0.03333333333333333,0.0,0.0,0.0,2544.0,1.7666666666666666,151.0,2544,1.7666666666666666,151
2021-09-22,0,0,0,152.99999999999974,0.002248677248677245,0.016666666666666666,0.0,0.0,0.0,4259.0,3.755731922398589,53.0,4259,3.755731922398589,53
